year,subject,school_code,school_name,group_code,min_score,min_rank,remarks
2024,历史,C537,武汉交通职业学院,C53707,380,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C537,武汉交通职业学院,C53708,398,59226,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C537,武汉交通职业学院,C53709,296,105123,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C537,武汉交通职业学院,C53710,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C539,湖北中医药高等专科学校,C53901,379,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C539,湖北中医药高等专科学校,C53902,389,63262,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C539,湖北中医药高等专科学校,C53903,404,56583,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C550,武汉民政职业学院,C55001,361,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C550,武汉民政职业学院,C55002,397,59674,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C550,武汉民政职业学院,C55003,326,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C551,江汉艺术职业学院,C55101,324,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C552,湖北黄冈应急管理职业技术学院,C55201,321,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C553,长江工程职业技术学院,C55301,332,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C553,长江工程职业技术学院,C55302,385,65108,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C553,长江工程职业技术学院,C55303,364,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C553,长江工程职业技术学院,C55304,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C553,长江工程职业技术学院,C55305,427,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C556,湖北生物科技职业学院,C55601,376,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C556,湖北生物科技职业学院,C55602,387,64211,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C556,湖北生物科技职业学院,C55603,345,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C556,湖北生物科技职业学院,C55604,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C556,湖北生物科技职业学院,C55605,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C558,湖北生态工程职业技术学院,C55801,316,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C558,湖北生态工程职业技术学院,C55802,376,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C558,湖北生态工程职业技术学院,C55803,355,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C558,湖北生态工程职业技术学院,C55804,305,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C558,湖北生态工程职业技术学院,C55806,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C558,湖北生态工程职业技术学院,C55807,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C558,湖北生态工程职业技术学院,C55808,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C559,湖北财税职业学院,C55901,383,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C559,湖北财税职业学院,C55902,347,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C559,湖北财税职业学院,C55903,423,48762,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C559,湖北财税职业学院,C55904,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C559,湖北财税职业学院,C55905,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C560,湖北城市建设职业技术学院,C56002,356,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C560,湖北城市建设职业技术学院,C56003,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C560,湖北城市建设职业技术学院,C56004,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C560,湖北城市建设职业技术学院,C56005,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C561,湖北水利水电职业技术学院,C56101,386,64706,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C561,湖北水利水电职业技术学院,C56102,401,57904,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C561,湖北水利水电职业技术学院,C56103,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C561,湖北水利水电职业技术学院,C56104,430,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C561,湖北水利水电职业技术学院,C56105,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C562,武汉软件工程职业学院,C56201,404,56583,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C562,武汉软件工程职业学院,C56202,421,49550,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C562,武汉软件工程职业学院,C56203,418,50794,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C562,武汉软件工程职业学院,C56204,420,49951,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C562,武汉软件工程职业学院,C56205,380,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C562,武汉软件工程职业学院,C56206,349,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C563,武汉警官职业学院,C56305,390,62826,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C563,武汉警官职业学院,C56306,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C563,武汉警官职业学院,C56307,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C570,武汉电力职业技术学院,C57001,388,63723,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C570,武汉电力职业技术学院,C57002,417,51225,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C571,随州职业技术学院,C57101,338,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C572,三峡电力职业学院,C57201,371,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C573,襄阳汽车职业技术学院,C57301,268,113964,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C573,襄阳汽车职业技术学院,C57302,325,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C575,天门职业学院,C57501,330,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C577,湖北铁道运输职业学院,C57701,376,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C577,湖北铁道运输职业学院,C57702,363,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C578,武汉铁路桥梁职业学院,C57801,393,61457,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C578,武汉铁路桥梁职业学院,C57802,294,105863,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C580,襄阳科技职业学院,C58001,320,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C580,襄阳科技职业学院,C58002,363,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C581,宜昌科技职业学院,C58101,319,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C582,荆门通用航空职业技术学院,C58201,310,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C601,湖北开放职业学院,C60101,264,114895,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C602,武汉工贸职业学院,C60201,291,106884,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C603,武汉信息传播职业技术学院,C60301,319,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C605,武汉科技职业学院,C60501,293,106226,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C606,黄冈科技职业学院,C60601,277,111473,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C607,武汉商贸职业学院,C60701,328,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C607,武汉商贸职业学院,C60702,302,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C607,武汉商贸职业学院,C60703,422,49169,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C609,武汉外语外事职业学院,C60901,290,107217,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C610,长江艺术工程职业学院,C61001,282,109922,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C611,武汉光谷职业学院,C61101,289,107577,专业组代码直接匹配；位次由2024年一分一段表换算
2024,历史,C612,湖北健康职业学院,C61201,234,,专业组代码直接匹配；对应分数缺少一分一段记录
2024,历史,C613,湖北孝感美珈职业学院,C61301,229,,专业组代码直接匹配；对应分数缺少一分一段记录
